1260,540,4,72,899,349,134,62,570,1225
286,1090,573,1395,63,568,678,755,256,19
139,285,1157,755,941,270,315,193,657,911
26,73,1072,332,44,1127,373,45,89,927
151,89,499,73,45,523,608,1342,540,1153
1393,73,707,157,45,564,325,1040,1198,559
334,73,170,604,1313,45,190,808,466,1383
329,667,170,1364,192,1244,1313,89,903,1257
341,73,18,89,659,734,45,157,1144,927
374,544,199,791,597,657,911,270,441,175
1333,1336,1018,748,1073,704,395,14,606,202
598,141,594,876,1153,714,700,799,795,1297
1386,1289,1334,674,1339,998,691,606,779,270
73,151,665,131,849,499,903,170,45,1277
554,98,37,611,1214,873,1386,876,550,629
491,294,1287,795,755,876,379,516,598,1228
755,378,600,544,1333,491,281,188,294,339
334,1364,797,26,329,798,308,192,89,667
617,613,548,614,616,622,991,1209,927,89
793,752,918,794,797,205,1239,683,526,433
71,335,358,457,254,256,411,1311,1228,326
41,1188,879,925,252,799,610,1062,526,672
640,1333,262,49,928,523,681,44,1147,1248
635,355,302,548,1290,185,68,1157,1004,536
1393,283,559,662,564,1201,1099,1239,1238,1040
283,1393,628,101,564,873,1183,447,145,903
18,637,1287,918,360,604,370,385,775,797
1165,1224,1279,889,872,616,1242,534,1333,475
674,376,606,315,745,704,672,371,979,935
376,184,1035,1387,36,403,469,962,752,152
1131,1126,741,823,1122,739,760,822,642,1013
826,232,27,921,680,760,1075,825,987,801
910,516,747,286,650,1065,124,1132,67,947
1238,770,1127,903,73,96,151,217,417,665
1024,29,325,462,762,1362,980,1056,962,241
96,73,665,166,170,445,786,151,764,8
764,1290,954,635,236,908,594,178,1399,491
220,1333,928,1303,954,798,202,368,1122,78
96,723,881,151,951,1342,8,726,786,932
5,31,391,864,859,1066,36,137,709,1219
334,1370,424,73,1198,308,157,734,1251,341
911,442,15,658,857,627,894,285,202,568
641,734,730,459,155,1382,1198,1370,364,538
254,382,755,411,1256,694,19,347,708,285
1375,309,917,1239,1147,94,292,1047,928,775
534,34,625,319,316,872,660,1108,1273,166
1136,1038,1218,690,1202,423,499,987,522,1061
96,786,723,665,8,73,1304,131,1342,434
803,1379,1239,580,452,1255,798,923,599,610
827,1034,1165,1201,1382,151,417,739,903,926
1174,887,1119,957,1031,396,747,898,1132,1050
887,957,1174,885,1013,400,935,1030,31,888
175,73,898,170,1287,222,828,903,1134,1144
370,775,1287,442,1301,911,1324,28,34,521
1287,1153,918,1303,1157,1072,404,889,1353,660
1195,607,997,1269,519,350,695,173,1228,393
1326,773,389,397,742,974,1095,338,1288,579
412,36,542,585,377,1374,586,873,503,861
264,945,762,834,1360,429,578,876,378,1118
945,4,1081,133,941,404,375,984,535,629
297,849,1392,1379,140,658,73,802,131,640
1021,688,158,871,1014,1026,952,762,69,691
1013,1017,1014,1029,1015,1026,957,400,761,1012
1013,1017,1014,951,1029,1015,1026,957,1012,950
903,73,151,1342,951,827,723,665,499,1313
1020,823,1026,1131,1028,297,827,1023,452,952
1131,1020,297,1382,423,952,276,76,653,827
1026,952,1021,626,1028,951,703,1023,1024,759
131,73,96,442,723,826,849,297,665,8
934,131,1071,849,1119,297,723,1044,867,1277
954,18,452,819,139,603,410,1303,1072,976
889,954,1336,34,300,478,843,851,1073,1018
954,949,1125,891,885,636,1241,186,1156,139
452,1175,495,160,195,814,581,4,889,653
1045,839,889,1277,763,1071,845,867,124,131
839,1051,452,1045,1175,878,329,762,1214,866
928,1333,1045,730,1047,247,30,14,826,207
956,341,853,73,1240,284,1127,1392,422,802
1048,1118,1045,761,1013,926,1122,1119,1177,956
1051,826,730,1043,1267,930,15,1261,1337,1384
1062,1202,432,1108,1239,1243,1075,433,922,1247
783,287,1192,786,54,467,917,1340,432,211
671,798,94,255,24,76,192,547,55,406
1081,394,1063,13,135,341,613,228,1240,1370
1054,945,111,1055,777,264,159,1266,1019,451
758,806,678,1115,8,809,1065,96,1099,553
254,142,892,19,55,1103,269,1386,906,1310
688,998,1007,691,748,248,1006,225,1339,674
302,259,552,462,95,1199,1298,12,82,297
432,1243,747,1329,523,499,67,84,131,1304
885,1071,769,1119,852,957,889,1145,926,954
1386,959,1185,406,435,283,55,1192,187,1366
62,300,406,461,1182,307,959,55,559,187
1231,640,32,1104,443,373,445,492,540,1154
358,1383,1364,334,335,345,170,457,256,458
1383,1220,1301,1225,569,1355,961,24,1154,328
1276,256,1220,823,297,568,64,1355,665,284
477,1157,401,603,28,1015,1193,155,201,537
1209,1072,89,404,927,341,73,278,45,297
1072,341,404,160,157,217,249,1209,1273,18
238,139,893,709,9,640,1191,1300,315,1338
270,516,670,431,755,141,10,183,513,1169
320,527,321,478,322,736,1383,476,934,366
678,435,665,96,1192,783,532,337,792,352
483,501,178,411,1007,674,1319,71,68,1274
139,1256,941,755,1324,491,238,1394,19,550
5,181,542,586,1395,963,985,981,1073,524
415,1029,852,867,747,704,179,1336,492,1108
370,1118,322,911,1198,1113,183,511,642,1157
680,49,826,370,930,27,212,677,928,1333
622,882,393,607,613,616,512,614,167,548
519,350,695,997,1195,409,993,1350,340,1292
685,634,1338,593,1300,1218,1115,442,334,440
374,285,175,1287,36,489,293,1311,611,911
254,19,382,678,82,1090,1217,21,554,1311
856,1008,391,858,857,948,859,285,879,1111
1062,1243,803,432,266,1239,923,456,326,610
1040,308,743,741,1227,841,370,297,73,739
202,1369,455,722,442,497,826,911,441,798
704,415,1336,1136,852,179,889,616,766,128
723,390,15,14,857,928,403,895,426,52
1242,894,876,542,858,391,27,1208,149,1244
735,875,392,978,607,886,647,340,745,634
735,736,425,733,1029,1132,730,350,1336,181
642,888,739,928,1047,827,1173,1017,640,741
642,73,734,1127,739,341,157,28,927,89
927,297,665,1337,442,73,277,799,170,222
884,292,410,1201,903,150,768,381,1183,1240
1040,798,1238,308,217,797,73,334,1251,192
1118,474,451,374,748,1070,1055,378,544,931
885,1052,195,1399,739,824,622,1175,1362,1181
1379,89,1209,1072,625,410,452,73,531,927
41,1306,139,708,1324,568,1256,976,755,1213
1336,1073,1333,814,482,225,179,395,1018,202
971,1227,326,513,573,310,1378,1133,1080,1311
72,899,335,71,3,457,664,336,326,376
1290,635,1204,1303,441,1153,178,1121,1157,1181
1290,859,362,202,444,753,1341,391,858,879
73,45,170,131,1144,342,499,1342,151,665
671,672,1365,959,655,1368,416,798,300,1302
1071,830,642,743,131,73,934,96,297,723
1125,1131,297,1040,891,885,760,739,96,166
870,1177,96,678,1178,342,8,580,665,1146
787,888,1173,642,94,73,1215,151,937,217
1294,828,1362,739,92,640,1323,1047,1333,262
574,872,660,540,775,1377,927,84,1391,89
175,64,1156,1382,1280,911,1276,370,1151,423
324,946,1239,523,993,197,811,678,1356,1112
44,523,873,872,101,89,1239,49,283,1251
115,1040,299,18,217,1081,1273,1082,1198,383
837,899,1289,379,779,562,691,1302,376,4
498,3,379,1386,626,491,1118,745,186,234
400,1400,888,820,131,419,1071,827,73,642
400,65,1399,932,1119,1357,484,1117,1400,1358
329,1312,757,1313,1248,667,160,452,1316,1274
1188,1380,640,36,1291,77,376,638,701,226
